Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season
Fatai Alashe,,M,1,0,2,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Ben Sweat,,D,1,0,14,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Eric Miller,,D,1,0,15,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Jordy Delem,,M,1,0,1,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Wil Trapp,,M,1,1,63,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,1,0,,2020,post
Dairon Asprilla,,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Alejandro Guido,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Andrew Farrell,,D,4,4,360,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,3,0,0,0,,2020,post
Eriq Zavaleta,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Kekuta Manneh,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Alex De John,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Cristian Penilla,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Tony Gallacher,,D,1,0,19,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2020,post
John Nelson,,D,2,2,143,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,,2020,post
Eric Calvillo,,M,1,0,5,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2020,post
Tanner Dieterich,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Jose Aja,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Renzo Zambrano,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Foster Langsdorf,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Anthony Jackson-Hamel,,F,1,1,57,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2020,post
Xavier Arreaga,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Brent Kallman,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Lassi Lappalainen,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Bryan Acosta,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Sebastian Mendez,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Bill Tuiloma,,D-M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Marlon Hairston,,M,2,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,4,0,1,0,,2020,post
Thiago Santos,,M,2,2,173,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,0,0,1,0,,2020,post
Tommy Thompson,,D,1,0,18,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Thomas McNamara,,M,4,1,96,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,1,0,,2020,post
Julio Cascante,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Samuel Piette,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
David Loera,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Matt LaGrassa,,M,1,0,9,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Patrick Seagrist,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Jaylin Lindsey,,D,2,2,210,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,0,0,0,0,,2020,post
Francis Atuahene,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Jeremy Ebobisse,,F,1,0,32,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Florian Valot,,M,1,1,76,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,2,0,0,0,,2020,post
Marco Farfan,,D,1,0,26,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2020,post
Jason Pendant,,D,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,2,0,0,0,,2020,post
Tah Brian Anunga,,M,3,2,193,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,1,0,0,0,,2020,post
Blake Bodily,,M,1,0,15,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Handwalla Bwana,,M,2,0,38,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,1,0,0,0,,2020,post
Luis Binks,,D,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2020,post
Mason Toye,,F,1,0,33,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Eddie Munjoma,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Niki Jackson,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Miguel Nazarit,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Wan Kuzain Wan Kamal,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Matt Hundley,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Robbie Robinson,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Rodrigo Schlegel,,D,1,0,19,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Jack Maher,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Julian Dunn,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Noble Okello,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Mustafa Kizza,,D,1,0,45,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Paul Marie,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Collin Verfuth,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Tristan Blackmon,,D,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,0,0,,2020,post
Mark Segbers,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Danny Musovski,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Kevin Partida,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Alex Roldan,,M,4,4,309,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,2,0,1,0,,2020,post
Juan Pablo Torres,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Griffin Dorsey,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
John Tolkin,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Brenden Aaronson,,M,1,1,62,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0,,2020,post
Josh Atencio,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Kai Wagner,,D,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,0,0,1,0,,2020,post
Damian Rivera,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Alfonso Ocampo-Chavez,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Andres Perea,,M,2,0,61,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,1,0,,2020,post
Dru Yearwood,,M,1,1,51,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,1,0,0,0,,2020,post
Clement Bayiha,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Mathieu Choiniere,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Jacob Akanyirige,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Gilbert Fuentes,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Sebastian Berhalter,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Sebastian Anderson,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Edwin Cerrillo,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Thomas Roberts,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Aboubacar Keita,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Jackson Yueill,,M,1,1,120,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,0,0,,2020,post
Felipe Hernandez,,M,2,0,43,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,3,0,0,0,,2020,post
David Norman Jr.,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Denso Ulysse,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Zachary Brault-Guillard,,D,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Shandon Hopeau,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Lalas Abubakar,,D,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,1,0,,2020,post
Ruan,,D,1,1,87,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,2,1,1,1,,2020,post
Eddie Segura,,D,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,0,0,0,,2020,post
Marvin Loria,,M,1,0,25,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,,2020,post
Sean Nealis,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Jacob Shaffelburg,,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Alistair Johnston,,D,3,3,315,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,1,0,2,0,,2020,post
Erik Dueñas,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Miguel Berry,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Nkosi Burgess,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Luke Haakenson,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Tanner Beason,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Zac McGraw,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Mohamed Traore,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Mahala Opoku,,F,1,0,45,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Achara,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Dylan Nealis,,D,1,1,33,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,1,0,,2020,post
Tony Leone,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Will Vint,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Tyler Freeman,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Danny Leyva,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Brandon Bye,,D,2,0,52,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Alan Winn,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Joao Moutinho,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Ema Twumasi,,F,1,0,40,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,0,1,0,,2020,post
Emanuel Maciel,,M,1,1,57,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Jayden Nelson,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Julian Carranza,,F,1,0,27,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,2,0,0,0,,2020,post
Bryce Duke,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Karifa Yao,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Justin Haak,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Joe Scally,,D,1,0,1,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Jordan Bender,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Matheus Aias,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Tayvon Gray,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Jack de Vries,,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Cole Turner,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Ethan Dobbelaere,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Dante Sealy,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Thomas Chacon,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Alexander Alvarado,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Diego Palacios,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Cristian Casseres Jr.,,M,1,0,39,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,,2020,post
Olivier Mbaizo,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Andres Reyes,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Sam Gleadle,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Brian Rodriguez,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Mathias Jorgensen,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Michee Ngalina,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Benji Michel,,F,2,0,27,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,3,0,0,0,,2020,post
Siad Haji,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Steeven Saba,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Adrien Perez,,F,1,0,35,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Casey Walls,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Keesean Ferdinand,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Tomas Giraldo,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Michael Halliday,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Callum Montgomery,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Pablo Bonilla,,D,1,1,94,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,2,0,0,0,,2020,post
Justin Che,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Jahkeele Marshall-Rutty,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,post
Nicolas Acevedo,,M,1,0,31,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,0.0,2020,post
Hassani Dotson,,M-D,3,1,158,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,1,0,0,0,0.0,2020,post
Braian Galvan,,M,1,0,9,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2020,post
Francisco Ginella,,M,1,0,17,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2020,post
Jose Andres Martinez,,M,1,1,45,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0,0.0,2020,post
Jack Elliott,,D,1,0,28,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,0.0,2020,post
Kamal Miller,,D,2,1,121,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,1,0,0,0,0.0,2020,post
Latif Blessing,,F,1,1,90,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,100.0,2020,post
Ralph Priso,,M,1,0,19,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2020,post
Eryk Williamson,,M,1,1,44,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,0.0,2020,post
Robinho,,M,1,0,3,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2020,post
Judson,,M,1,1,115,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,1,0,0,0,0.0,2020,post
Michael Barrios,,M,2,0,66,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,1,0,0,0.0,2020,post
Auro,,D,1,1,101,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,0.0,2020,post
Chase Gasper,,D,3,3,270,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,2,0,1,0,0.0,2020,post
Matt Polster,,D,4,4,348,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,4,0,1,0,100.0,2020,post
Kellyn Acosta,,M,1,1,81,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,100.0,2020,post
Scott Caldwell,,M,4,3,289,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,6,0,0,0,0.0,2020,post
Jonathan Osorio,,M,1,1,120,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,3,0,0,0,100.0,2020,post
Aaron Long,,D,1,1,90,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,1,0,0.0,2020,post
Alejandro Romero Gamarra,,M,1,0,14,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2020,post
Emmanuel Boateng,,M,2,0,21,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,100.0,2020,post
Anthony Fontana,,M,1,0,14,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,0,0,100.0,2020,post
Dave Romney,,D,3,3,330,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2020,post
Jonathan Lewis,,F,1,1,45,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,100.0,2020,post
Ayo Akinola,,F,1,0,58,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,100.0,2020,post
Justin Rennicks,,F,3,0,10,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,3,0,0,0,0.0,2020,post
Jakob Glesnes,,D,1,1,90,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,0,0,0.0,2020,post
Mark-Anthony Kaye,,M,1,1,90,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,1,1,0,0,0.0,2020,post
Osvaldo Alonso,,M,3,2,172,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,0,0,0,0.0,2020,post
Alejandro Bedoya,,M,1,1,90,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,1,0,0,0.0,2020,post
Roberto Puncec,,D,2,2,210,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,100.0,2020,post
Florian Jungwirth,,D,1,1,120,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0,0.0,2020,post
Lee Nguyen,,M,2,0,39,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,0.0,2020,post
Larrys Mabiala,,D,1,1,120,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,3,0,0,0,0.0,2020,post
Kei Kamara,,F,2,0,43,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,100.0,2020,post
Jozy Altidore,,F,1,1,82,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,100.0,2020,post
Robin Jansson,,D,2,2,210,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,2,0,1,0,0.0,2020,post
Nicolas Mezquida,,F-M,1,0,9,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,0,0,100.0,2020,post
Matt Hedges,,D,2,2,210,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,0.0,2020,post
Rodolfo Pizarro,,M,1,1,90,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,4,0,0,0,0.0,2020,post
Mikey Ambrose,,D,1,1,76,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,0.0,2020,post
Antonio Carlos,,D,2,2,210,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,1,2,0,0.0,2020,post
Patrick Mullins,,F,1,0,38,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,0.0,2020,post
Jack Price,,M,1,1,90,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,0,0,0,0,0.0,2020,post
Kelyn Rowe,,M,3,0,68,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,100.0,2020,post
